compound0,compound1,similarity
DB13955,DB01420,0.5202
DB13955,DB13954,0.6417
DB13955,DB13953,0.587
DB13955,DB04574,0.5294
DB13955,DB01196,0.627
DB13955,DB00655,0.5
DB00482,DB01628,0.5217
DB13944,DB01420,0.8816
DB13944,DB12499,0.6914
DB13944,DB09124,0.5067
DB13944,DB13954,0.5542
DB13944,DB00378,0.589
DB13944,DB14543,0.618
DB13944,DB00421,0.5521
DB13944,DB01708,0.5248
DB13944,DB00717,0.5
DB13944,DB00603,0.5443
DB13944,DB13943,0.8095
DB13944,DB00894,0.5
DB13944,DB01185,0.517
DB13944,DB00769,0.6057
DB00631,DB00242,0.7963
DB00631,DB00131,0.5763
DB00631,DB00118,0.5271
DB00631,DB01073,0.8
DB06788,DB00183,0.5275
DB06788,DB04931,0.7329
DB06788,DB01284,0.5452
DB06788,DB13985,0.5088
DB06788,DB11842,0.6247
DB06788,DB00666,0.8905
DB06788,DB06785,0.6733
DB11641,DB00309,0.7736
DB11641,DB00570,0.8754
DB00242,DB00131,0.5
DB00242,DB13421,0.549
DB00242,DB00322,0.5657
DB00242,DB01265,0.5657
DB00242,DB00432,0.5283
DB00242,DB01073,0.6852
DB01228,DB01125,0.5116
DB00719,DB00321,0.5397
DB00719,DB01151,0.5
DB00719,DB06766,0.7273
DB00719,DB00920,0.6977
DB00719,DB06148,0.5323
DB00719,DB00370,0.6129
DB00719,DB06153,0.7874
DB00730,DB05351,0.5
DB00218,DB00467,0.5241
DB00218,DB01059,0.5241
DB00218,DB01165,0.5882
DB00218,DB01208,0.6154
DB01436,DB01070,0.625
DB06781,DB13867,0.6667
DB06781,DB14649,0.7111
DB06781,DB01130,0.6632
DB06781,DB12499,0.5085
DB06781,DB00838,0.5698
DB06781,DB14543,0.6528
DB06781,DB13158,0.5233
DB06781,DB14596,0.573
DB06781,DB00324,0.6982
DB06781,DB00620,0.593
DB06781,DB00596,0.6897
DB06781,DB01234,0.6047
DB06781,DB15566,0.6023
DB06781,DB00959,0.5294
DB06781,DB00588,0.7234
DB06781,DB00591,0.6667
DB00241,DB00474,0.5435
DB00241,DB00312,0.619
DB00456,DB01416,0.6309
DB00456,DB01328,0.5444
DB00456,DB01139,0.7867
DB00456,DB00567,0.5942
DB00456,DB01112,0.6974
DB00456,DB00689,0.7651
DB00456,DB01140,0.5714
DB11660,DB08819,0.5759
DB00419,DB00491,0.8312
DB00696,DB11275,0.625
DB00696,DB01253,0.6073
DB00696,DB00247,0.5
DB00852,DB01577,0.6562
DB00852,DB00191,0.5079
DB00852,DB01364,1.0
DB00852,DB00217,0.5143
DB00852,DB01576,0.5574
DB00852,DB00397,0.7937
DB01416,DB09050,0.5427
DB01416,DB01139,0.5935
DB01416,DB00567,0.5315
DB01416,DB01112,0.7261
DB01416,DB00689,0.5974
DB01416,DB14879,0.5888
DB01416,DB01140,0.5379
DB00773,DB00444,0.9004
DB00773,DB01179,0.7255
DB00807,DB00527,0.5581
DB00807,DB01035,0.5714
DB00807,DB09085,0.5586
DB00321,DB00192,0.5079
DB00321,DB01151,0.6167
DB00321,DB01069,0.5085
DB00321,DB00458,0.7213
DB00321,DB01173,0.5593
DB00321,DB06148,0.5167
DB00321,DB00726,0.6774
DB00321,DB09167,0.8361
DB00321,DB00751,0.5299
DB00321,DB01075,0.5517
DB00321,DB01239,0.6777
DB00321,DB01242,0.629
DB00321,DB01623,0.5205
DB00192,DB01151,0.5
DB00192,DB00598,0.5152
DB00192,DB00934,0.5984
DB00192,DB09167,0.5079
DB00950,DB00771,0.5333
DB00950,DB04890,0.5246
DB00950,DB00341,0.5027
DB00950,DB00813,0.5618
DB00950,DB01081,0.5784
DB00950,DB00333,0.5089
DB00508,DB01151,0.5079
DB00508,DB01069,0.629
DB00508,DB00458,0.6406
DB00508,DB00392,0.6
DB00508,DB02266,0.5082
DB00508,DB09167,0.5156
DB00508,DB00680,0.5065
DB00508,DB01239,0.5984
DB00508,DB00433,0.6429
DB00508,DB00477,0.8504
DB00508,DB00902,0.5426
DB00508,DB01242,0.6615
DB00450,DB00502,0.6194
DB00450,DB01184,0.5476
DB00450,DB06077,0.6061
DB01151,DB01069,0.5517
DB01151,DB00458,0.8667
DB01151,DB00934,0.6116
DB01151,DB00392,0.5574
DB01151,DB06148,0.5763
DB01151,DB00726,0.7705
DB01151,DB09167,0.5
DB01151,DB00751,0.5739
DB01151,DB00433,0.5152
DB01151,DB00477,0.5378
DB01151,DB00902,0.562
DB01151,DB01242,0.7213
DB14761,DB09299,0.5263
DB00461,DB11221,0.5306
DB04173,DB02772,0.5435
DB00942,DB00376,0.9764
DB00942,DB00383,0.6567
DB01420,DB00700,0.5325
DB01420,DB12499,0.76
DB01420,DB00351,0.5342
DB01420,DB09124,0.5507
DB01420,DB13954,0.5584
DB01420,DB00378,0.6418
DB01420,DB14543,0.6265
DB01420,DB00421,0.596
DB01420,DB01708,0.5736
DB01420,DB00717,0.5455
DB01420,DB06718,0.5072
DB01420,DB00603,0.589
DB01420,DB13943,0.8333
DB01420,DB00894,0.5455
DB01420,DB14583,0.5278
DB01420,DB01185,0.563
DB01420,DB00769,0.6135
DB11653,DB09099,0.5806
DB11653,DB13985,0.6119
DB11653,DB06791,0.6383
DB11653,DB00626,0.5863
DB06207,DB00706,0.5682
DB00502,DB00645,0.5037
DB00502,DB04890,0.5658
DB00502,DB00913,0.5235
DB00502,DB00341,0.5263
DB00502,DB06077,0.6203
DB01328,DB00447,0.5644
DB01328,DB01139,0.5714
DB01328,DB00567,0.6626
DB01328,DB01112,0.5085
DB01328,DB00689,0.6782
DB01328,DB00274,0.5111
DB01328,DB00948,0.5052
DB01328,DB01140,0.5697
DB06814,DB00598,0.5778
DB06814,DB01288,0.6667
DB06814,DB06707,0.5294
DB13867,DB14649,0.7117
DB13867,DB00838,0.6839
DB13867,DB00240,0.6065
DB13867,DB13158,0.6194
DB13867,DB00324,0.7237
DB13867,DB00620,0.6839
DB13867,DB00596,0.8917
DB13867,DB01234,0.7484
DB13867,DB01260,0.5062
DB13867,DB00860,0.5033
DB13867,DB00959,0.5752
DB13867,DB00588,0.8538
DB13867,DB00591,0.759
DB00467,DB00817,0.5238
DB00467,DB01059,0.8281
DB00467,DB01165,0.5588
DB00467,DB00487,0.6769
DB00183,DB04931,0.5084
DB00183,DB11842,0.5634
DB00183,DB08889,0.5918
DB00183,DB00666,0.5155
DB01011,DB14529,0.5484
DB00771,DB00245,0.5315
DB00771,DB00813,0.527
DB00771,DB01081,0.5057
DB00771,DB01146,0.5401
DB00771,DB00333,0.5612
DB00762,DB01030,0.6411
DB01396,DB00390,0.9276
DB04931,DB01284,0.6962
DB04931,DB11842,0.6492
DB04931,DB13928,0.5027
DB04931,DB00666,0.7169
DB04931,DB06785,0.7094
DB01577,DB00191,0.6557
DB01577,DB01364,0.6562
DB01577,DB00780,0.6333
DB01577,DB01255,0.619
DB01577,DB00217,0.6471
DB01577,DB01576,0.7797
DB01577,DB01626,0.5846
DB01577,DB01247,0.5
DB01577,DB00397,0.5574
DB01577,DB14754,0.6
DB00697,DB00484,0.6186
DB00327,DB00704,0.6565
DB00327,DB01452,0.5441
DB00327,DB00318,0.6016
DB00327,DB06230,0.5954
DB01097,DB02266,0.5421
DB09099,DB13985,0.6221
DB09099,DB06791,0.6517
DB09099,DB00626,0.5473
DB00645,DB09345,0.6504
DB00645,DB13346,0.6038
DB00645,DB00481,0.5625
DB00645,DB06401,0.5031
DB00323,DB11221,0.5
DB00622,DB06712,0.6744
DB00622,DB00270,0.5497
DB00622,DB01023,0.6098
DB00622,DB00393,0.7416
DB00622,DB00401,0.6744
DB04841,DB00341,0.6145
DB04841,DB08936,0.6309
DB14649,DB01410,0.5521
DB14649,DB01130,0.581
DB14649,DB00838,0.557
DB14649,DB00240,0.6329
DB14649,DB13158,0.7468
DB14649,DB14596,0.5614
DB14649,DB00324,0.7097
DB14649,DB00620,0.8101
DB14649,DB00596,0.75
DB14649,DB01234,0.8861
DB14649,DB01260,0.5818
DB14649,DB00860,0.5844
DB14649,DB15566,0.7037
DB14649,DB00959,0.5641
DB14649,DB01185,0.5676
DB14649,DB01222,0.5444
DB14649,DB00588,0.6667
DB14649,DB00769,0.5227
DB14649,DB00591,0.6272
DB04821,DB00934,0.5088
DB04821,DB06148,0.5766
DB04821,DB00751,0.5556
DB04821,DB00370,0.5225
DB04821,DB00902,0.5263
DB00821,DB09214,0.5283
DB00821,DB09213,0.5161
DB00527,DB01035,0.5763
DB00527,DB00608,0.5263
DB14001,DB01022,0.567
DB01035,DB02362,0.5946
DB01035,DB09085,0.54
DB01035,DB00281,0.5161
DB01035,DB01032,0.5306
DB00177,DB09292,0.5287
DB00177,DB00275,0.5902
DB01110,DB08604,0.5593
DB11155,DB08604,0.52
DB00700,DB12499,0.5366
DB00700,DB00351,0.5
DB00700,DB09124,0.5
DB00700,DB14543,0.5
DB00700,DB00421,0.6909
DB00700,DB00603,0.5125
DB00700,DB01185,0.5503
DB00700,DB00769,0.5085
DB01601,DB08889,0.5091
DB01601,DB01072,0.5037
DB00245,DB01173,0.528
DB00245,DB00985,0.525
DB00245,DB01075,0.6504
DB00245,DB00813,0.5248
DB00245,DB01146,0.8154
DB00245,DB08936,0.5116
DB00879,DB00709,0.7674
DB00879,DB00322,0.5111
DB00474,DB00312,0.5
DB09292,DB08439,0.5223
DB09292,DB00691,0.5
DB01069,DB00458,0.6102
DB01069,DB00392,0.8667
DB01069,DB01173,0.5439
DB01069,DB00726,0.6833
DB01069,DB09167,0.5593
DB01069,DB01075,0.5179
DB01069,DB01239,0.5299
DB01069,DB00433,0.5385
DB01069,DB00477,0.6667
DB01069,DB00902,0.7227
DB01069,DB01242,0.5
DB01069,DB00333,0.562
DB00684,DB03615,0.8047
DB00684,DB00798,0.5714
DB00684,DB00452,0.6935
DB01410,DB01130,0.6439
DB01410,DB14543,0.5366
DB01410,DB00240,0.5435
DB01410,DB14596,0.6294
DB01410,DB01260,0.7016
DB01410,DB00860,0.6333
DB01410,DB15566,0.6915
DB01410,DB00959,0.5495
DB01410,DB00894,0.5029
DB01410,DB01222,0.7179
DB01410,DB00769,0.5446
DB06712,DB00270,0.6577
DB06712,DB01023,0.5775
DB06712,DB00393,0.8077
DB06712,DB00401,0.6667
DB00191,DB01364,0.5079
DB00191,DB00780,0.6441
DB00191,DB00217,0.597
DB00191,DB01576,0.6897
DB00191,DB01626,0.5938
DB00191,DB00397,0.5333
DB00191,DB14754,0.5507
DB00812,DB03585,0.8507
DB00812,DB00252,0.562
DB00812,DB00925,0.5039
DB00812,DB01075,0.5124
DB00812,DB00349,0.512
DB00812,DB00813,0.518
DB00812,DB07776,0.5172
DB00812,DB00991,0.5077
DB00812,DB00561,0.5405
DB00812,DB00333,0.5077
DB04657,DB01247,0.5053
DB06202,DB00481,0.6283
DB06202,DB12500,0.5178
DB06202,DB06401,0.6289
DB06202,DB06249,0.625
DB05351,DB00338,0.5693
DB03615,DB00798,0.5
DB03615,DB00452,0.8265
DB03615,DB02772,0.5417
DB00598,DB09214,0.5
DB00598,DB01288,0.5625
DB00598,DB01255,0.5167
DB00598,DB01399,0.5
DB00598,DB11221,0.5128
DB00598,DB01036,0.5263
DB00598,DB00938,0.5844
DB00598,DB11071,0.5133
DB01130,DB12499,0.6023
DB01130,DB14543,0.7812
DB01130,DB00240,0.5497
DB01130,DB14596,0.8696
DB01130,DB00620,0.5029
DB01130,DB01234,0.5146
DB01130,DB01260,0.6404
DB01130,DB00860,0.7186
DB01130,DB00603,0.5
DB01130,DB15566,0.7771
DB01130,DB00959,0.6036
DB01130,DB00894,0.5316
DB01130,DB01222,0.6484
DB01130,DB00588,0.5134
DB01130,DB00769,0.6561
DB01184,DB04890,0.5091
DB01184,DB00433,0.5625
DB08439,DB00713,0.52
DB08439,DB01628,0.5429
DB08439,DB01015,0.5
DB08439,DB00991,0.5255
DB08439,DB00533,0.6519
DB01602,DB00447,0.549
DB01602,DB00713,0.5976
DB01602,DB00567,0.6013
DB01602,DB00739,0.525
DB01602,DB00689,0.6341
DB01602,DB01061,0.6514
DB01602,DB00948,0.6304
DB01602,DB01607,0.5974
DB12499,DB00351,0.6538
DB12499,DB09124,0.5811
DB12499,DB00378,0.5417
DB12499,DB14543,0.7386
DB12499,DB00421,0.6211
DB12499,DB14596,0.5714
DB12499,DB01708,0.5324
DB12499,DB00860,0.5563
DB12499,DB00717,0.5352
DB12499,DB06718,0.5
DB12499,DB00603,0.7051
DB12499,DB13943,0.6506
DB12499,DB15566,0.5535
DB12499,DB00894,0.507
DB12499,DB14583,0.5584
DB12499,DB01185,0.5655
DB12499,DB00769,0.6705
DB09214,DB02266,0.5
DB09214,DB13166,0.5333
DB09214,DB01399,0.5472
DB09214,DB00465,0.6168
DB09214,DB06274,0.5
DB09214,DB01600,0.7573
DB09214,DB05015,0.5217
DB09214,DB00784,0.5049
DB09214,DB11071,0.5455
DB09324,DB01606,0.6957
DB02362,DB00259,0.6071
DB02362,DB00936,0.5185
DB02362,DB01032,0.5385
DB00458,DB00934,0.5041
DB00458,DB00392,0.5806
DB00458,DB01173,0.5593
DB00458,DB06148,0.5667
DB00458,DB00726,0.8387
DB00458,DB09167,0.6066
DB00458,DB00751,0.5641
DB00458,DB01075,0.5517
DB00458,DB00433,0.5075
DB00458,DB00477,0.6777
DB00458,DB00902,0.5528
DB00458,DB01242,0.8548
DB00709,DB00441,0.6444
DB00441,DB15694,0.6042
DB00351,DB09124,0.8611
DB00351,DB00378,0.6
DB00351,DB14543,0.5465
DB00351,DB00421,0.586
DB00351,DB00603,0.8026
DB00351,DB15566,0.5032
DB00351,DB14583,0.5867
DB00351,DB00769,0.5207
DB00874,DB09185,0.5169
DB00874,DB00423,0.7907
DB00874,DB01359,0.5306
DB00392,DB01173,0.5
DB00392,DB00726,0.6349
DB00392,DB00925,0.5
DB00392,DB09167,0.5161
DB00392,DB00433,0.5441
DB00392,DB00477,0.6341
DB00392,DB00902,0.688
DB00392,DB00333,0.5039
DB06766,DB00920,0.6718
DB06766,DB06153,0.7132
DB03585,DB00349,0.5197
DB13155,DB04703,0.5217
DB13155,DB09038,0.5195
DB13155,DB09121,0.5
DB00270,DB01023,0.7092
DB00270,DB00393,0.671
DB00270,DB00401,0.698
DB01173,DB06691,0.5128
DB01173,DB00726,0.55
DB01173,DB00675,0.5797
DB01173,DB00405,0.5405
DB01173,DB00835,0.5405
DB01173,DB00925,0.5424
DB01173,DB00985,0.6577
DB01173,DB09167,0.5593
DB01173,DB01075,0.8393
DB01173,DB08903,0.5276
DB01173,DB01036,0.5528
DB01173,DB00539,0.5532
DB01173,DB01146,0.5546
DB01173,DB00333,0.562
DB01173,DB11071,0.5243
DB09256,DB13421,0.5
DB09256,DB00322,0.6588
DB09256,DB01265,0.5176
DB09256,DB00432,0.5
DB09555,DB06691,0.5075
DB09555,DB04890,0.5789
DB09555,DB00405,0.75
DB09555,DB00835,0.75
DB00131,DB06441,0.5222
DB00131,DB12153,0.5241
DB00131,DB03147,0.5769
DB00131,DB00118,0.7153
DB00131,DB01073,0.678
DB08329,DB06795,0.5679
DB08329,DB00839,0.5185
DB08329,DB00259,0.5897
DB01284,DB13928,0.6496
DB01284,DB00666,0.5349
DB01284,DB06785,0.5405
DB00129,DB06243,0.566
DB00129,DB00142,0.625
DB00129,DB00151,0.6
DB00129,DB02530,0.6341
DB00129,DB00123,0.898
DB06210,DB09280,0.5109
DB01364,DB00217,0.5143
DB01364,DB01576,0.5574
DB01364,DB00397,0.7937
DB13985,DB06791,0.7368
DB13985,DB00626,0.5435
DB00447,DB00567,0.7879
DB00447,DB00689,0.7273
DB00447,DB01061,0.5325
DB00447,DB00948,0.5031
DB00447,DB01140,0.6418
DB00404,DB00683,0.7231
DB00404,DB00690,0.5857
DB00404,DB00349,0.5691
DB00404,DB00231,0.6992
DB00404,DB01589,0.6015
DB00404,DB01544,0.5469
DB00404,DB01595,0.5968
DB12329,DB00595,0.5567
DB12329,DB09093,0.6289
DB01299,DB00250,0.5143
DB01299,DB00259,0.5517
DB01299,DB06821,0.7207
DB01299,DB01015,0.6476
DB01299,DB01298,0.6018
DB00704,DB06230,0.9155
DB09124,DB00378,0.6364
DB09124,DB00421,0.604
DB09124,DB00603,0.6528
DB09124,DB14583,0.507
DB09124,DB01185,0.5414
DB11275,DB00248,0.5048
DB00838,DB00240,0.5867
DB00838,DB13158,0.5333
DB00838,DB00324,0.6122
DB00838,DB00620,0.5867
DB00838,DB00596,0.7105
DB00838,DB01234,0.6133
DB00838,DB01260,0.5223
DB00838,DB00860,0.5205
DB00838,DB00959,0.5946
DB00838,DB01222,0.5217
DB00838,DB00588,0.6265
DB00838,DB00591,0.6708
DB01401,DB01399,0.5263
DB06772,DB01229,0.8084
DB00188,DB04820,0.507
DB13501,DB01399,0.5263
DB13501,DB00925,0.5246
DB13501,DB00813,0.5075
DB13501,DB07776,0.5405
DB13501,DB00991,0.576
DB13501,DB11071,0.5794
DB09050,DB14879,0.6332
DB01139,DB00567,0.5833
DB01139,DB01112,0.6582
DB01139,DB00689,0.7484
DB01139,DB01140,0.5753
DB00713,DB00567,0.5455
DB00713,DB00739,0.6267
DB00713,DB01061,0.6545
DB00713,DB00948,0.6322
DB00713,DB01607,0.6111
DB13421,DB00322,0.8421
DB13421,DB01265,0.8632
DB13421,DB00432,0.7843
DB00348,DB00499,0.5091
DB01023,DB00393,0.6216
DB01023,DB00401,0.7183
DB08877,DB08895,0.5113
DB00567,DB01112,0.5753
DB00567,DB00689,0.8531
DB00567,DB01061,0.5714
DB00567,DB00948,0.5399
DB00567,DB01140,0.8507
DB00577,DB00787,0.7407
DB13954,DB13953,0.6061
DB13954,DB04575,0.642
DB13954,DB04574,0.5563
DB13954,DB01196,0.6265
DB13954,DB00655,0.6525
DB13954,DB13943,0.7294
DB00595,DB09093,0.7558
DB00630,DB00884,0.5897
DB00630,DB04160,0.5091
DB00208,DB06153,0.5357
DB09299,DB00300,0.6489
DB00708,DB00913,0.5882
DB00708,DB00813,0.6225
DB00708,DB00899,0.6536
DB09082,DB00938,0.764
DB03766,DB03085,0.6364
DB03766,DB00145,0.6364
DB00817,DB01059,0.5714
DB00817,DB00487,0.5625
DB00322,DB01265,0.8696
DB00322,DB00432,0.8283
DB00761,DB01345,0.6667
DB00780,DB01255,0.5122
DB00780,DB00217,0.5758
DB00780,DB01576,0.6667
DB00780,DB01626,0.6032
DB00780,DB00397,0.5085
DB00780,DB14754,0.5882
DB06691,DB00405,0.5965
DB06691,DB00835,0.5965
DB06691,DB11235,0.8333
DB06691,DB00412,0.6212
DB00293,DB00158,0.6102
DB12404,DB01558,0.5778
DB00378,DB00421,0.5517
DB00378,DB01708,0.5041
DB00378,DB00603,0.5714
DB00378,DB13943,0.56
DB00378,DB00894,0.5238
DB00378,DB00990,0.512
DB00378,DB01185,0.5116
DB00920,DB06153,0.8254
DB15035,DB09053,0.6904
DB01059,DB01165,0.5588
DB01059,DB00487,0.8462
DB01165,DB01208,0.517
DB01165,DB00487,0.7101
DB09086,DB06774,0.5532
DB04890,DB00405,0.5
DB04890,DB00835,0.5
DB04890,DB00341,0.6282
DB04890,DB00813,0.5033
DB04890,DB01146,0.5429
DB04890,DB08936,0.518
DB02266,DB06736,0.5042
DB02266,DB01399,0.5556
DB02266,DB00939,0.6168
DB02266,DB00784,0.6857
DB02266,DB00936,0.5122
DB02266,DB11071,0.5149
DB06148,DB00726,0.5574
DB06148,DB00751,0.7304
DB06148,DB00370,0.8305
DB06148,DB00433,0.5
DB06148,DB01146,0.5455
DB06148,DB00902,0.6281
DB06148,DB08936,0.5333
DB00683,DB00690,0.7042
DB00683,DB01239,0.5079
DB00683,DB00349,0.528
DB00683,DB00231,0.592
DB00683,DB01589,0.7259
DB00683,DB01544,0.6769
DB14543,DB00421,0.5085
DB14543,DB14596,0.6413
DB14543,DB00860,0.5629
DB14543,DB00603,0.593
DB14543,DB13943,0.5495
DB14543,DB15566,0.6286
DB14543,DB01185,0.5217
DB14543,DB01222,0.5165
DB14543,DB00769,0.8042
DB00423,DB14754,0.5814
DB06795,DB00250,0.5063
DB06795,DB00259,0.7869
DB00726,DB09167,0.5645
DB00726,DB00751,0.5546
DB00726,DB01075,0.5254
DB00726,DB00477,0.5203
DB00726,DB00902,0.544
DB00726,DB01242,0.6984
DB00726,DB00333,0.5039
DB00913,DB00341,0.5359
DB00913,DB00813,0.5946
DB00913,DB01081,0.7126
DB00913,DB06274,0.5062
DB00913,DB00899,0.52
DB00913,DB00561,0.535
DB00669,DB00952,0.6167
DB09213,DB00181,0.5128
DB09213,DB00335,0.5217
DB09213,DB00489,0.5227
DB00722,DB01255,0.5522
DB00722,DB00691,0.5525
DB00722,DB00492,0.5368
DB00722,DB00895,0.5226
DB00690,DB01239,0.5441
DB00690,DB00349,0.5185
DB00690,DB00231,0.563
DB00690,DB00477,0.5441
DB00690,DB01242,0.5468
DB00690,DB01589,0.7172
DB00690,DB01544,0.6857
DB00690,DB00608,0.5072
DB13166,DB00465,0.5147
DB13166,DB01600,0.5
DB00240,DB13158,0.6133
DB00240,DB14596,0.5767
DB00240,DB00324,0.5442
DB00240,DB00620,0.6533
DB00240,DB00596,0.6579
DB00240,DB01234,0.7333
DB00240,DB01260,0.6752
DB00240,DB00860,0.7123
DB00240,DB15566,0.6364
DB00240,DB00959,0.7162
DB00240,DB01222,0.6708
DB00240,DB00588,0.506
DB00240,DB00591,0.5466
DB01253,DB00247,0.7518
DB01628,DB08881,0.5031
DB01628,DB00533,0.5891
DB00252,DB00532,0.5253
DB00252,DB01075,0.5091
DB00252,DB07776,0.5714
DB00252,DB00991,0.521
DB00252,DB05246,0.5
DB00252,DB00561,0.5547
DB00252,DB11071,0.5347
DB01112,DB00689,0.6879
DB01112,DB01140,0.5541
DB03017,DB01718,0.6105
DB13953,DB04575,0.5786
DB13953,DB04574,0.6216
DB13953,DB01196,0.7362
DB13953,DB00655,0.6087
DB00675,DB00925,0.5352
DB00675,DB00985,0.5087
DB00675,DB01075,0.6029
DB00675,DB08903,0.5241
DB00675,DB00539,0.9212
DB00675,DB00333,0.5379
DB00675,DB00882,0.8364
DB01080,DB00142,0.625
DB01080,DB02530,0.5366
DB06243,DB02530,0.5417
DB06243,DB00123,0.5357
DB00308,DB00489,0.6167
DB00739,DB01061,0.6087
DB00739,DB00948,0.5765
DB00739,DB01607,0.5143
DB01125,DB11221,0.5385
DB11619,DB00717,0.5827
DB11619,DB00294,0.6212
DB11619,DB09371,0.5354
DB00689,DB01061,0.5697
DB00689,DB00948,0.5402
DB00689,DB01140,0.7172
DB00405,DB00835,1.0
DB00405,DB11235,0.5088
DB00405,DB01075,0.5321
DB00405,DB01036,0.5
DB06736,DB00939,0.6207
DB06736,DB00784,0.5439
DB04575,DB04574,0.6069
DB04575,DB01196,0.575
DB04575,DB00655,0.5926
DB04575,DB00717,0.6429
DB04575,DB00294,0.5103
DB04575,DB09371,0.6571
DB00421,DB01708,0.5
DB00421,DB00603,0.5987
DB00421,DB13943,0.5389
DB00421,DB00894,0.5175
DB00421,DB14583,0.5161
DB00421,DB01185,0.5342
DB00421,DB00769,0.5172
DB01255,DB01576,0.6173
DB01255,DB00123,0.5316
DB01255,DB00895,0.5146
DB01255,DB14754,0.6087
DB01399,DB00465,0.5047
DB01399,DB11221,0.6214
DB01399,DB00939,0.5143
DB01399,DB01600,0.5243
DB01399,DB00784,0.5631
DB01399,DB11323,0.5843
DB01399,DB00936,0.65
DB01399,DB11071,0.7677
DB00835,DB11235,0.5088
DB00835,DB01075,0.5321
DB00835,DB01036,0.5
DB01224,DB00341,0.557
DB01224,DB00433,0.5752
DB01224,DB00902,0.5352
DB01224,DB01623,0.5576
DB09345,DB13346,0.5421
DB09345,DB03808,0.5294
DB09345,DB13781,0.5191
DB13158,DB14596,0.5276
DB13158,DB00324,0.5986
DB13158,DB00620,0.6933
DB13158,DB00596,0.7237
DB13158,DB01234,0.7733
DB13158,DB01260,0.5478
DB13158,DB00860,0.5616
DB13158,DB15566,0.5584
DB13158,DB00959,0.5405
DB13158,DB00894,0.5401
DB13158,DB00990,0.5147
DB13158,DB01222,0.5217
DB13158,DB00588,0.5542
DB13158,DB00591,0.5342
DB00706,DB05676,0.5091
DB13346,DB09085,0.5102
DB13346,DB00335,0.6186
DB13346,DB09351,0.5047
DB00925,DB01075,0.6034
DB00925,DB00813,0.5373
DB00925,DB00539,0.5793
DB00925,DB01146,0.5041
DB00925,DB00333,0.56
DB00925,DB00882,0.5517
DB00925,DB11071,0.5421
DB00985,DB01075,0.7483
DB00985,DB08903,0.5051
DB00985,DB00539,0.5
DB00985,DB01146,0.5455
DB00985,DB00333,0.5
DB09085,DB01032,0.5
DB14596,DB00324,0.5
DB14596,DB00620,0.5153
DB14596,DB01234,0.5276
DB14596,DB01260,0.6471
DB14596,DB00860,0.7421
DB14596,DB00603,0.5122
DB14596,DB15566,0.7784
DB14596,DB00959,0.6211
DB14596,DB00894,0.56
DB14596,DB01222,0.6552
DB14596,DB00769,0.5967
DB00341,DB00433,0.5298
DB00341,DB08936,0.7914
DB00445,DB00694,0.9378
DB04574,DB01708,0.5238
DB04574,DB01196,0.604
DB04574,DB00655,0.8387
DB04574,DB00990,0.5469
DB00281,DB00296,0.6078
DB11842,DB08889,0.5185
DB11842,DB00666,0.6218
DB11842,DB06785,0.605
DB09167,DB01075,0.5517
DB09167,DB01239,0.7438
DB09167,DB00477,0.5455
DB09167,DB01242,0.5323
DB09167,DB01623,0.5616
DB06154,DB01613,0.6355
DB01265,DB00432,0.8081
DB01452,DB00318,0.7626
DB15534,DB06174,0.5309
DB00778,DB00199,0.885
DB00680,DB00805,0.5263
DB00680,DB00433,0.6
DB00680,DB00561,0.5207
DB00680,DB00477,0.5306
DB00680,DB00902,0.5101
DB00680,DB01623,0.5116
DB00481,DB12808,0.5538
DB00481,DB12500,0.5098
DB00481,DB06401,0.7662
DB00481,DB06249,0.804
DB00532,DB05246,0.7059
DB00751,DB00370,0.6087
DB00751,DB00902,0.5085
DB00465,DB01600,0.6346
DB06791,DB00666,0.5237
DB06791,DB00626,0.5328
DB08864,DB06589,0.506
DB08864,DB06414,0.6203
DB11201,DB11323,0.5495
DB11201,DB00936,0.5366
DB11235,DB00412,0.5
DB12026,DB13879,0.7578
DB01708,DB00655,0.569
DB01708,DB00717,0.5124
DB01708,DB06718,0.5039
DB01708,DB13943,0.5103
DB01708,DB00894,0.5124
DB01708,DB00990,0.6
DB01708,DB01185,0.5323
DB00217,DB01576,0.5846
DB00217,DB01626,0.5352
DB00217,DB01247,0.5581
DB00217,DB14754,0.5
DB00666,DB06785,0.7033
DB00691,DB00843,0.5414
DB00691,DB00790,0.5146
DB11221,DB00939,0.5098
DB11221,DB00784,0.54
DB11221,DB11323,0.5581
DB11221,DB00936,0.5974
DB11221,DB11071,0.625
DB00250,DB00259,0.6579
DB00250,DB06821,0.56
DB00250,DB01015,0.5745
DB00250,DB01298,0.5686
DB01075,DB00813,0.5
DB01075,DB08903,0.5217
DB01075,DB00991,0.5042
DB01075,DB00539,0.5899
DB01075,DB01146,0.6838
DB01075,DB00333,0.605
DB01075,DB00882,0.518
DB01075,DB11071,0.5149
DB01196,DB00655,0.5899
DB01239,DB00433,0.5414
DB01239,DB00231,0.5042
DB01239,DB00477,0.7167
DB01239,DB01242,0.5854
DB01239,DB01623,0.6759
DB00324,DB00620,0.6939
DB00324,DB00596,0.7383
DB00324,DB01234,0.7211
DB00324,DB01260,0.5455
DB00324,DB00860,0.6154
DB00324,DB00603,0.527
DB00324,DB15566,0.6093
DB00324,DB00959,0.7034
DB00324,DB01185,0.5839
DB00324,DB01222,0.5063
DB00324,DB00588,0.6626
DB00324,DB00591,0.6835
