,compound_1,compound_2,label
18836,DB01023,DB00393,0.6216
18837,DB01023,DB00401,0.7183
18838,DB08877,DB08895,0.5113
18839,DB00567,DB01112,0.5753
18840,DB00567,DB00689,0.8531
18841,DB00567,DB01061,0.5714
18842,DB00567,DB00948,0.5399
18843,DB00567,DB01140,0.8507
18844,DB00577,DB00787,0.7407
18845,DB13954,DB13953,0.6061
18846,DB13954,DB04575,0.642
18847,DB13954,DB04574,0.5563
18848,DB13954,DB01196,0.6265
18849,DB13954,DB00655,0.6525
18850,DB13954,DB13943,0.7294
18851,DB00595,DB09093,0.7558
18852,DB00630,DB00884,0.5897
18853,DB00630,DB04160,0.5091
18854,DB00208,DB06153,0.5357
18855,DB09299,DB00300,0.6489
18856,DB00708,DB00913,0.5882
18857,DB00708,DB00813,0.6225
18858,DB00708,DB00899,0.6536
18859,DB09082,DB00938,0.764
18860,DB03766,DB03085,0.6364
18861,DB03766,DB00145,0.6364
18862,DB00817,DB01059,0.5714
18863,DB00817,DB00487,0.5625
18864,DB00322,DB01265,0.8696
18865,DB00322,DB00432,0.8283
18866,DB00761,DB01345,0.6667
18867,DB00780,DB01255,0.5122
18868,DB00780,DB00217,0.5758
18869,DB00780,DB01576,0.6667
18870,DB00780,DB01626,0.6032
18871,DB00780,DB00397,0.5085
18872,DB00780,DB14754,0.5882
18873,DB06691,DB00405,0.5965
18874,DB06691,DB00835,0.5965
18875,DB06691,DB11235,0.8333
18876,DB06691,DB00412,0.6212
18877,DB00293,DB00158,0.6102
18878,DB12404,DB01558,0.5778
18879,DB00378,DB00421,0.5517
18880,DB00378,DB01708,0.5041
18881,DB00378,DB00603,0.5714
18882,DB00378,DB13943,0.56
18883,DB00378,DB00894,0.5238
18884,DB00378,DB00990,0.512
18885,DB00378,DB01185,0.5116
18886,DB00920,DB06153,0.8254
18887,DB15035,DB09053,0.6904
18888,DB01059,DB01165,0.5588
18889,DB01059,DB00487,0.8462
18890,DB01165,DB01208,0.517
18891,DB01165,DB00487,0.7101
18892,DB09086,DB06774,0.5532
18893,DB04890,DB00405,0.5
18894,DB04890,DB00835,0.5
18895,DB04890,DB00341,0.6282
18896,DB04890,DB00813,0.5033
18897,DB04890,DB01146,0.5429
18898,DB04890,DB08936,0.518
18899,DB02266,DB06736,0.5042
18900,DB02266,DB01399,0.5556
18901,DB02266,DB00939,0.6168
18902,DB02266,DB00784,0.6857
18903,DB02266,DB00936,0.5122
18904,DB02266,DB11071,0.5149
18905,DB06148,DB00726,0.5574
18906,DB06148,DB00751,0.7304
18907,DB06148,DB00370,0.8305
18908,DB06148,DB00433,0.5
18909,DB06148,DB01146,0.5455
18910,DB06148,DB00902,0.6281
18911,DB06148,DB08936,0.5333
18912,DB00683,DB00690,0.7042
18913,DB00683,DB01239,0.5079
18914,DB00683,DB00349,0.528
18915,DB00683,DB00231,0.5920000000000001
18916,DB00683,DB01589,0.7259
18917,DB00683,DB01544,0.6769
18918,DB14543,DB00421,0.5085
18919,DB14543,DB14596,0.6413
18920,DB14543,DB00860,0.5629
18921,DB14543,DB00603,0.593
18922,DB14543,DB13943,0.5495
18923,DB14543,DB15566,0.6286
18924,DB14543,DB01185,0.5217
18925,DB14543,DB01222,0.5165
18926,DB14543,DB00769,0.8042
18927,DB00423,DB14754,0.5814
18928,DB06795,DB00250,0.5063
18929,DB06795,DB00259,0.7869
18930,DB00726,DB09167,0.5645
18931,DB00726,DB00751,0.5546
18932,DB00726,DB01075,0.5254
18933,DB00726,DB00477,0.5203
18934,DB00726,DB00902,0.544
18935,DB00726,DB01242,0.6984
18936,DB00726,DB00333,0.5039
18937,DB00913,DB00341,0.5359
18938,DB00913,DB00813,0.5946
18939,DB00913,DB01081,0.7126
18940,DB00913,DB06274,0.5062
18941,DB00913,DB00899,0.52
18942,DB00913,DB00561,0.535
18943,DB00669,DB00952,0.6167
18944,DB09213,DB00181,0.5128
18945,DB09213,DB00335,0.5217
18946,DB09213,DB00489,0.5227
18947,DB00722,DB01255,0.5522
18948,DB00722,DB00691,0.5525
18949,DB00722,DB00492,0.5368
18950,DB00722,DB00895,0.5226
18951,DB00690,DB01239,0.5441
18952,DB00690,DB00349,0.5185
18953,DB00690,DB00231,0.563
18954,DB00690,DB00477,0.5441
18955,DB00690,DB01242,0.5468
18956,DB00690,DB01589,0.7172
18957,DB00690,DB01544,0.6857
18958,DB00690,DB00608,0.5072
18959,DB13166,DB00465,0.5147
18960,DB13166,DB01600,0.5
18961,DB00240,DB13158,0.6133
18962,DB00240,DB14596,0.5767
18963,DB00240,DB00324,0.5442
18964,DB00240,DB00620,0.6533
18965,DB00240,DB00596,0.6579
18966,DB00240,DB01234,0.7333
18967,DB00240,DB01260,0.6752
18968,DB00240,DB00860,0.7123
18969,DB00240,DB15566,0.6364
18970,DB00240,DB00959,0.7162
18971,DB00240,DB01222,0.6708
18972,DB00240,DB00588,0.506
18973,DB00240,DB00591,0.5466
18974,DB01253,DB00247,0.7518
18975,DB01628,DB08881,0.5031
18976,DB01628,DB00533,0.5891
18977,DB00252,DB00532,0.5253
18978,DB00252,DB01075,0.5091
18979,DB00252,DB07776,0.5714
18980,DB00252,DB00991,0.521
18981,DB00252,DB05246,0.5
18982,DB00252,DB00561,0.5547
18983,DB00252,DB11071,0.5347
18984,DB01112,DB00689,0.6879
18985,DB01112,DB01140,0.5541
18986,DB03017,DB01718,0.6105
18987,DB13953,DB04575,0.5786
18988,DB13953,DB04574,0.6216
18989,DB13953,DB01196,0.7362
18990,DB13953,DB00655,0.6087
18991,DB00675,DB00925,0.5352
18992,DB00675,DB00985,0.5087
18993,DB00675,DB01075,0.6029
18994,DB00675,DB08903,0.5241
18995,DB00675,DB00539,0.9212
18996,DB00675,DB00333,0.5379
18997,DB00675,DB00882,0.8364
18998,DB01080,DB00142,0.625
18999,DB01080,DB02530,0.5366
19000,DB06243,DB02530,0.5417
19001,DB06243,DB00123,0.5357
19002,DB00308,DB00489,0.6167
19003,DB00739,DB01061,0.6087
19004,DB00739,DB00948,0.5765
19005,DB00739,DB01607,0.5143
19006,DB01125,DB11221,0.5385
19007,DB11619,DB00717,0.5827
19008,DB11619,DB00294,0.6212
19009,DB11619,DB09371,0.5354
19010,DB00689,DB01061,0.5697
19011,DB00689,DB00948,0.5402
19012,DB00689,DB01140,0.7172
19013,DB00405,DB00835,1.0
19014,DB00405,DB11235,0.5088
19015,DB00405,DB01075,0.5321
19016,DB00405,DB01036,0.5
19017,DB06736,DB00939,0.6207
19018,DB06736,DB00784,0.5439
19019,DB04575,DB04574,0.6069
19020,DB04575,DB01196,0.575
19021,DB04575,DB00655,0.5926
19022,DB04575,DB00717,0.6429
19023,DB04575,DB00294,0.5103
19024,DB04575,DB09371,0.6571
19025,DB00421,DB01708,0.5
19026,DB00421,DB00603,0.5987
19027,DB00421,DB13943,0.5389
19028,DB00421,DB00894,0.5175
19029,DB00421,DB14583,0.5161
19030,DB00421,DB01185,0.5342
19031,DB00421,DB00769,0.5172
19032,DB01255,DB01576,0.6173
19033,DB01255,DB00123,0.5316
19034,DB01255,DB00895,0.5146
19035,DB01255,DB14754,0.6087
19036,DB01399,DB00465,0.5047
19037,DB01399,DB11221,0.6214
19038,DB01399,DB00939,0.5143
19039,DB01399,DB01600,0.5243
19040,DB01399,DB00784,0.5631
19041,DB01399,DB11323,0.5843
19042,DB01399,DB00936,0.65
19043,DB01399,DB11071,0.7677
19044,DB00835,DB11235,0.5088
19045,DB00835,DB01075,0.5321
19046,DB00835,DB01036,0.5
19047,DB01224,DB00341,0.557
19048,DB01224,DB00433,0.5752
19049,DB01224,DB00902,0.5352
19050,DB01224,DB01623,0.5576
19051,DB09345,DB13346,0.5421
19052,DB09345,DB03808,0.5294
19053,DB09345,DB13781,0.5191
19054,DB13158,DB14596,0.5276
19055,DB13158,DB00324,0.5986
19056,DB13158,DB00620,0.6933
19057,DB13158,DB00596,0.7237
19058,DB13158,DB01234,0.7733
19059,DB13158,DB01260,0.5478
19060,DB13158,DB00860,0.5616
19061,DB13158,DB15566,0.5584
19062,DB13158,DB00959,0.5405
19063,DB13158,DB00894,0.5401
19064,DB13158,DB00990,0.5147
19065,DB13158,DB01222,0.5217
19066,DB13158,DB00588,0.5542
19067,DB13158,DB00591,0.5342
19068,DB00706,DB05676,0.5091
19069,DB13346,DB09085,0.5102
19070,DB13346,DB00335,0.6186
19071,DB13346,DB09351,0.5047
19072,DB00925,DB01075,0.6034
19073,DB00925,DB00813,0.5373
19074,DB00925,DB00539,0.5793
19075,DB00925,DB01146,0.5041
19076,DB00925,DB00333,0.56
19077,DB00925,DB00882,0.5517
19078,DB00925,DB11071,0.5421
19079,DB00985,DB01075,0.7483
19080,DB00985,DB08903,0.5051
19081,DB00985,DB00539,0.5
19082,DB00985,DB01146,0.5455
19083,DB00985,DB00333,0.5
19084,DB09085,DB01032,0.5
19085,DB14596,DB00324,0.5
19086,DB14596,DB00620,0.5153
19087,DB14596,DB01234,0.5276
19088,DB14596,DB01260,0.6471
19089,DB14596,DB00860,0.7421
19090,DB14596,DB00603,0.5122
19091,DB14596,DB15566,0.7784
19092,DB14596,DB00959,0.6211
19093,DB14596,DB00894,0.56
19094,DB14596,DB01222,0.6552
19095,DB14596,DB00769,0.5967
19096,DB00341,DB00433,0.5298
19097,DB00341,DB08936,0.7914
19098,DB00445,DB00694,0.9378
19099,DB04574,DB01708,0.5238
19100,DB04574,DB01196,0.604
19101,DB04574,DB00655,0.8387
19102,DB04574,DB00990,0.5469
19103,DB00281,DB00296,0.6078
19104,DB11842,DB08889,0.5185
19105,DB11842,DB00666,0.6218
19106,DB11842,DB06785,0.605
19107,DB09167,DB01075,0.5517
19108,DB09167,DB01239,0.7438
19109,DB09167,DB00477,0.5455
19110,DB09167,DB01242,0.5323
19111,DB09167,DB01623,0.5616
19112,DB06154,DB01613,0.6355
19113,DB01265,DB00432,0.8081
19114,DB01452,DB00318,0.7626
19115,DB15534,DB06174,0.5309
19116,DB00778,DB00199,0.885
19117,DB00680,DB00805,0.5263
19118,DB00680,DB00433,0.6
19119,DB00680,DB00561,0.5207
19120,DB00680,DB00477,0.5306
19121,DB00680,DB00902,0.5101
19122,DB00680,DB01623,0.5116
19123,DB00481,DB12808,0.5538
19124,DB00481,DB12500,0.5098
19125,DB00481,DB06401,0.7662
19126,DB00481,DB06249,0.804
19127,DB00532,DB05246,0.7059
19128,DB00751,DB00370,0.6087
19129,DB00751,DB00902,0.5085
19130,DB00465,DB01600,0.6346
19131,DB06791,DB00666,0.5237
19132,DB06791,DB00626,0.5328
19133,DB08864,DB06589,0.506
19134,DB08864,DB06414,0.6203
19135,DB11201,DB11323,0.5495
19136,DB11201,DB00936,0.5366
19137,DB11235,DB00412,0.5
19138,DB12026,DB13879,0.7578
19139,DB01708,DB00655,0.569
19140,DB01708,DB00717,0.5124
19141,DB01708,DB06718,0.5039
19142,DB01708,DB13943,0.5103
19143,DB01708,DB00894,0.5124
19144,DB01708,DB00990,0.6
19145,DB01708,DB01185,0.5323
19146,DB00217,DB01576,0.5846
19147,DB00217,DB01626,0.5352
19148,DB00217,DB01247,0.5581
19149,DB00217,DB14754,0.5
19150,DB00666,DB06785,0.7033
19151,DB00691,DB00843,0.5414
19152,DB00691,DB00790,0.5146
19153,DB11221,DB00939,0.5098
19154,DB11221,DB00784,0.54
19155,DB11221,DB11323,0.5581
19156,DB11221,DB00936,0.5974
19157,DB11221,DB11071,0.625
19158,DB00250,DB00259,0.6579
19159,DB00250,DB06821,0.56
19160,DB00250,DB01015,0.5745
19161,DB00250,DB01298,0.5686
19162,DB01075,DB00813,0.5
19163,DB01075,DB08903,0.5217
19164,DB01075,DB00991,0.5042
19165,DB01075,DB00539,0.5899
19166,DB01075,DB01146,0.6838
19167,DB01075,DB00333,0.605
19168,DB01075,DB00882,0.518
19169,DB01075,DB11071,0.5149
19170,DB01196,DB00655,0.5899
19171,DB01239,DB00433,0.5414
19172,DB01239,DB00231,0.5042
19173,DB01239,DB00477,0.7167
19174,DB01239,DB01242,0.5854
19175,DB01239,DB01623,0.6759
19176,DB00324,DB00620,0.6939
19177,DB00324,DB00596,0.7383
19178,DB00324,DB01234,0.7211
19179,DB00324,DB01260,0.5455
19180,DB00324,DB00860,0.6154
19181,DB00324,DB00603,0.527
19182,DB00324,DB15566,0.6093
19183,DB00324,DB00959,0.7034
19184,DB00324,DB01185,0.5839
19185,DB00324,DB01222,0.5063
19186,DB00324,DB00588,0.6626
19187,DB00324,DB00591,0.6835
19188,DB03085,DB00145,0.6364
19189,DB00349,DB00433,0.5152
19190,DB00349,DB05246,0.52
19191,DB00349,DB00231,0.6441
19192,DB00349,DB00477,0.521
19193,DB00349,DB01242,0.5246
19194,DB00349,DB01544,0.5528
19195,DB00349,DB08936,0.5
19196,DB00813,DB01081,0.5349
19197,DB00813,DB00899,0.527
19198,DB00813,DB00561,0.5806
19199,DB00813,DB01146,0.5778
19200,DB00813,DB00333,0.5401
19201,DB00376,DB00383,0.6423
19202,DB00939,DB00784,0.7255
19203,DB00939,DB00936,0.5316
19204,DB00275,DB08822,0.5421
19205,DB00805,DB00561,0.5306
19206,DB08903,DB00539,0.5053
19207,DB00620,DB00596,0.7105
19208,DB00620,DB01234,0.92
19209,DB00620,DB01260,0.6242
19210,DB00620,DB00860,0.6712
19211,DB00620,DB15566,0.5844
19212,DB00620,DB00959,0.6216
19213,DB00620,DB00894,0.5109
19214,DB00620,DB01185,0.5857
19215,DB00620,DB01222,0.5963
19216,DB00620,DB00588,0.5904
19217,DB00620,DB00591,0.6708
19218,DB00596,DB01234,0.7895
19219,DB00596,DB01260,0.5283
19220,DB00596,DB00860,0.527
19221,DB00596,DB15566,0.5128
19222,DB00596,DB00959,0.6
19223,DB00596,DB01222,0.5031
19224,DB00596,DB00588,0.7738
19225,DB00596,DB00591,0.7853
19226,DB01081,DB00561,0.5414
19227,DB01081,DB00333,0.5153
19228,DB01234,DB01260,0.6369
19229,DB01234,DB00860,0.6712
19230,DB01234,DB15566,0.5974
19231,DB01234,DB00959,0.6486
19232,DB01234,DB00894,0.5109
19233,DB01234,DB01185,0.6
19234,DB01234,DB01222,0.6087
19235,DB01234,DB00588,0.6386
19236,DB01234,DB00591,0.6832
19237,DB00655,DB00894,0.5042
19238,DB00655,DB00990,0.5763
19239,DB00655,DB09371,0.5042
19240,DB00259,DB06821,0.5854
19241,DB00259,DB01015,0.6316
19242,DB00259,DB01298,0.5714
19243,DB06821,DB01015,0.68
19244,DB06821,DB01298,0.6481
19245,DB06707,DB13139,0.5063
19246,DB06707,DB01235,0.6197
19247,DB06707,DB00397,0.5938
19248,DB01600,DB00784,0.5
19249,DB01600,DB11071,0.5
19250,DB01015,DB01298,0.7059
19251,DB00156,DB00151,0.5
19252,DB00370,DB00902,0.5124
19253,DB00370,DB08936,0.5
19254,DB01061,DB00948,0.8541
19255,DB01061,DB01607,0.6581
19256,DB07776,DB00991,0.614
19257,DB07776,DB00231,0.5321
19258,DB07776,DB00533,0.5357
19259,DB07776,DB11071,0.5625
19260,DB07776,DB01595,0.5273
19261,DB13996,DB09460,0.5185
19262,DB01260,DB00860,0.7712
19263,DB01260,DB15566,0.7081
19264,DB01260,DB00959,0.6968
19265,DB01260,DB00894,0.5417
19266,DB01260,DB01222,0.8452
19267,DB01260,DB00769,0.5143
19268,DB01260,DB00591,0.75
19269,DB00433,DB00477,0.7669
19270,DB00433,DB00902,0.6222
19271,DB00433,DB01242,0.6176
19272,DB00433,DB01623,0.6456
19273,DB00433,DB08936,0.5672
19274,DB00760,DB00303,0.7421
19275,DB13139,DB00938,0.5
19276,DB13139,DB00521,0.5049
19277,DB00142,DB00151,0.5714
19278,DB00142,DB02530,0.5116
19279,DB00142,DB00123,0.5882
19280,DB00142,DB00855,0.5833
19281,DB00142,DB00138,0.5902
19282,DB00991,DB00333,0.5156
19283,DB00991,DB11071,0.5455
19284,DB04820,DB00951,0.5
19285,DB04820,DB01247,0.5664
19286,DB00860,DB15566,0.88
19287,DB00860,DB00959,0.8472
19288,DB00860,DB00894,0.6316
19289,DB00860,DB00990,0.5606
19290,DB00860,DB01185,0.5147
19291,DB00860,DB01222,0.7516
19292,DB00860,DB00769,0.6463
19293,DB00860,DB00591,0.5223
19294,DB12500,DB06401,0.5121
19295,DB12500,DB06249,0.5073
19296,DB00717,DB06718,0.5077
19297,DB00717,DB00294,0.7442
19298,DB00717,DB14583,0.6765
19299,DB00717,DB01185,0.5197
19300,DB00717,DB09371,0.7258
19301,DB01108,DB06718,0.5481
19302,DB00309,DB00570,0.9028
19303,DB00539,DB00882,0.8333
19304,DB01576,DB01626,0.6129
19305,DB01576,DB00397,0.6552
19306,DB01576,DB14754,0.6866
19307,DB00561,DB01146,0.5139
19308,DB00948,DB01607,0.622
19309,DB06203,DB08882,0.5799
19310,DB02959,DB00279,0.5094
19311,DB02959,DB01235,0.6173
19312,DB00316,DB09526,0.6154
19313,DB01193,DB00335,0.5812
19314,DB01193,DB00612,0.5271
19315,DB01193,DB09351,0.5039
19316,DB05015,DB11071,0.5
19317,DB00151,DB00123,0.5581
19318,DB00151,DB00145,0.5
19319,DB00784,DB00936,0.5455
19320,DB00784,DB11071,0.5208
19321,DB06718,DB01185,0.5263
19322,DB11633,DB09040,0.557
19323,DB02772,DB09121,0.5263
19324,DB00118,DB01073,0.6047
19325,DB11323,DB00936,0.7302
19326,DB11323,DB11071,0.6098
19327,DB00231,DB01589,0.5469
19328,DB00231,DB01544,0.5691
19329,DB00231,DB01595,0.5714
19330,DB06401,DB06249,0.7129
19331,DB00936,DB11071,0.6027
19332,DB00603,DB13943,0.5185
19333,DB00603,DB15566,0.529
19334,DB00603,DB00959,0.5101
19335,DB00603,DB14583,0.6133
19336,DB00603,DB01185,0.5106
19337,DB00603,DB00769,0.568
19338,DB00335,DB13781,0.5289
19339,DB00335,DB00489,0.52
19340,DB00335,DB00612,0.7241
19341,DB00335,DB09351,0.7368
19342,DB01146,DB00902,0.5323
19343,DB01146,DB08936,0.6016
19344,DB01558,DB01595,0.6783
19345,DB00477,DB00902,0.5738
19346,DB00477,DB01242,0.7967
19347,DB00477,DB01623,0.5103
19348,DB02530,DB00123,0.5909
19349,DB02530,DB00145,0.6207
19350,DB02530,DB00855,0.6341
19351,DB00298,DB09195,0.6194
19352,DB13943,DB00769,0.5475
19353,DB00533,DB01595,0.5082
19354,DB00444,DB01179,0.6728
19355,DB01626,DB14754,0.5205
19356,DB15566,DB00959,0.75
19357,DB15566,DB00894,0.5957
19358,DB15566,DB00990,0.5286
19359,DB15566,DB01185,0.5
19360,DB15566,DB01222,0.6909
19361,DB15566,DB00769,0.7209
19362,DB00145,DB00855,0.5882
19363,DB00959,DB00894,0.5037
19364,DB00959,DB00990,0.5075
19365,DB00959,DB01222,0.6792
19366,DB00959,DB00588,0.5122
19367,DB00959,DB00769,0.5663
19368,DB00959,DB00591,0.5786
19369,DB00894,DB00990,0.6829
19370,DB00894,DB01185,0.5039
19371,DB00894,DB01222,0.527
19372,DB00294,DB14583,0.5816
19373,DB00294,DB09371,0.5891
19374,DB01589,DB01544,0.6466
19375,DB01544,DB01595,0.6774
19376,DB00652,DB00504,0.6218
19377,DB00333,DB11071,0.5091
19378,DB00279,DB01235,0.5859
19379,DB01179,DB06174,0.5294
19380,DB01185,DB00769,0.557
19381,DB00393,DB00401,0.7179
19382,DB00612,DB09351,0.746
19383,DB00521,DB01359,0.6496
19384,DB01222,DB00769,0.5251
19385,DB01222,DB00591,0.6047
19386,DB00588,DB00591,0.7119
19387,P13647,P02538,0.8050847457627118
19388,O00469,O60568,0.6178861788617886
19389,P29323,P54760,0.5895734597156398
19390,Q8IWU9,P17752,0.6775510204081633
19391,Q9HB55,P08684,0.7654075546719682
19392,Q99571,P51575,0.5463659147869674
19393,P63316,P0DP25,0.5652173913043478
19394,O15111,O14920,0.578042328042328
19395,P47895,P00352,0.705078125
19396,P20815,P08684,0.8469184890656064
19397,P20815,Q9HB55,0.7693836978131213
19398,P06435,P06434,0.6731707317073171
19399,P0DM35,A1L3X4,0.6229508196721312
19400,Q8N1Q1,P07451,0.5916030534351145
19401,P00439,P17752,0.6084070796460177
19402,P00439,Q8IWU9,0.5755102040816327
19403,P04731,A1L3X4,0.6721311475409836
19404,P04731,P0DM35,0.8688524590163934
19405,Q96QD8,Q99624,0.5909090909090909
19406,P43353,P51648,0.5649484536082474
19407,P11532,P46939,0.5411126187245591
19408,P62745,P63000,0.6071428571428571
19409,P29320,P54760,0.5592705167173252
19410,P29320,P29323,0.581042654028436
19411,P01920,P13762,0.6466165413533834
19412,P19652,P02763,0.9054726368159204
19413,P09758,P16422,0.5541795665634675
19414,P41968,P33032,0.6369230769230769
19415,P20813,P11712,0.5478615071283096
19416,P56373,P51575,0.5112781954887218
19417,P56373,Q99571,0.5062972292191436
19418,P11216,P11217,0.8434163701067615
19419,O14556,P04406,0.5955882352941176
19420,P49759,Q9HAZ1,0.8057851239669421
19421,P54762,P54760,0.6251266464032421
19422,P54762,P29323,0.7109004739336493
19423,P54762,P29320,0.6178861788617886
19424,Q16720,Q01814,0.83266291230893
19425,P11362,P21802,0.7554744525547445
19426,P13631,P10826,0.7736263736263737
19427,Q03181,P37231,0.5683168316831683
19428,Q9BQ31,Q96KK3,0.5152091254752852
19429,P12277,P12532,0.6474820143884892
19430,P43681,Q15822,0.6188197767145136
19431,P18847,Q8WYK2,0.5414364640883977
19432,P72524,P43700,0.5170454545454546
19433,P01857,P01860,0.8275862068965517
19434,Q9Y6T7,P23743,0.6082089552238806
19435,Q6GI75,O24990,0.509090909090909
19436,P00505,P17174,0.5325581395348837
19437,P35908,P02538,0.6259780907668232
19438,P35908,P13647,0.6510172143974959
19439,P05771,P17252,0.8214285714285714
19440,P32745,P30874,0.5191387559808612
19441,P07327,P00326,0.9279999999999999
19442,P29474,P29475,0.5432357043235704
19443,P30996,Q00496,0.6499215070643642
19444,P14867,P34903,0.7154471544715447
19445,Q13509,P68371,0.9222222222222224
19446,Q13224,Q12879,0.6057951482479784
19447,P18505,P47870,0.751953125
19448,P61421,Q8N8Y2,0.7122507122507122
19449,Q92847,O43193,0.5169902912621359
19450,P51857,P52895,0.6196319018404908
19451,P42330,P52895,0.8792569659442725
19452,P42330,P51857,0.5920245398773006
19453,O00305,Q08289,0.5924242424242424
19454,P46439,Q03013,0.8394495412844036
19455,P54284,Q08289,0.5363636363636364
19456,P54284,O00305,0.676923076923077
19457,P28472,P47870,0.767578125
19458,P28472,P18505,0.7974683544303798
19459,Q00975,Q15878,0.6511329628046174
19460,P23634,Q01814,0.7562349155269509
19461,P23634,Q16720,0.7606768734891217
19462,Q14003,Q03721,0.6169088507265522
19463,P05154,P29622,0.5269320843091335
19464,P11473,O75469,0.5092165898617511
19465,Q9ULD8,Q9UQ05,0.5780240073868883
19466,P11474,O95718,0.6374133949191686
19467,Q92753,P35398,0.6003824091778203
19468,Q59192,Q59961,0.716030534351145
19469,Q9UNK4,P14555,0.5655172413793104
19470,Q6PIU1,Q9BQ31,0.51
19471,P17540,P12532,0.8090692124105012
19472,P17540,P12277,0.6324582338902148
19473,Q14643,Q14571,0.720449601160261
19474,Q15418,Q9UK32,0.7503355704697987
19475,Q13554,Q13557,0.6501501501501501
19476,P30926,Q15822,0.5349716446124764
19477,P22460,Q96RP8,0.5269168026101142
19478,P45984,P45983,0.8220140515222483
19479,P05181,P11712,0.6085192697768763
19480,P05181,P20813,0.5415821501014199
19481,O94788,P00352,0.7239382239382239
19482,O94788,P47895,0.7104247104247104
19483,P33527,Q92887,0.5663430420711975
19484,Q9Z4P0,P83223,0.5486577181208053
19485,Q99250,Q15858,0.7965087281795511
19486,P07550,P13945,0.5108958837772397
19487,P23415,O75311,0.8211206896551724
19488,P01009,P29622,0.5175644028103045
19489,P01009,P05154,0.5143540669856459
19490,O14732,P29218,0.5625
19491,Q9H2M3,Q93088,0.7142857142857143
19492,Q9Y666,Q9H2X9,0.7322212467076383
19493,Q32P28,Q8IVL6,0.5067934782608695
19494,P08506,P0AEB3,0.6377171215880894
19495,P32297,Q15822,0.6011342155009451
19496,P32297,P43681,0.532695374800638
19497,P32297,P02708,0.5386138613861386
19498,P32297,P30926,0.5306930693069307
19499,P05067,Q06481,0.5870129870129871
19500,O00555,Q15878,0.6324820430965682
19501,O00555,Q00975,0.6683958499600958
19502,P30838,P51648,0.6350515463917525
19503,P30838,P43353,0.5662393162393162
19504,Q16798,P23368,0.5894039735099338
19505,Q7Z3S7,Q8IZS8,0.6147757255936676
19506,P16502,Q809M3,0.9643328929986791
19507,P22513,P04406,0.5626740947075209
19508,P22513,O14556,0.5220588235294118
19509,P0C278,P83223,0.6375838926174496
19510,P03200,P68344,0.9525909592061742
19511,O15217,P08263,0.6171171171171171
19512,Q08493,P27815,0.6094808126410836
19513,P37288,P47901,0.5589622641509434
19514,P22459,P22460,0.6064318529862175
19515,Q9H2H9,Q99624,0.5734126984126984
19516,Q9H2H9,Q96QD8,0.567193675889328
19517,P05653,P43700,0.5431818181818182
19518,P05653,P72524,0.6447688564476886
19519,P05653,P0C1U9,0.5018270401948843
19520,P20831,P43700,0.545556805399325
19521,P20831,P72524,0.609673790776153
19522,P20831,P05653,0.6355455568053994
19523,P59796,P22352,0.7168141592920354
19524,Q14123,Q01064,0.5204513399153737
19525,P0DJD9,P07339,0.5097087378640777
19526,O75912,Q13574,0.6056338028169014
19527,P01859,P01860,0.8143236074270557
19528,P01859,P01857,0.9090909090909092
19529,P12931,P51451,0.6044776119402985
19530,P18507,P14867,0.5160599571734475
19531,Q05329,Q9Y600,0.5008547008547009
19532,P04439,P01889,0.8602739726027397
19533,P11168,P11166,0.5782442748091603
19534,P01709,P01619,0.5338983050847458
19535,P04279,Q02383,0.6494845360824743
19536,Q6ZQY3,Q9Y600,0.6142034548944337
19537,Q6ZQY3,Q05329,0.5025641025641026
19538,P24298,Q8TD30,0.6692160611854685
19539,Q30154,P13762,0.8609022556390977
19540,Q30154,P01920,0.6654135338345865
19541,P07195,P00338,0.7694610778443114
19542,Q07869,P37231,0.5861386138613861
19543,Q07869,Q03181,0.6581196581196581
19544,P72525,P72524,0.5151883353584447
19545,P72525,P0C1U9,0.5941676792223572
19546,Q96L34,Q7KZI7,0.6142131979695431
19547,P17787,Q15822,0.5444234404536862
19548,P17787,P30926,0.6812749003984063
19549,P17787,P32297,0.5405940594059406
19550,Q9BW92,P26639,0.5629322268326418
19551,Q9UHD2,Q14164,0.5692729766803841
19552,Q92918,Q12851,0.5258103241296519
19553,P18089,P18825,0.5844155844155844
19554,P35372,P41143,0.6325
19555,Q969I3,Q8WU03,0.5496688741721855
19556,Q9H4B7,P68371,0.7915742793791575
19557,Q9H4B7,Q13509,0.7893569844789357
19558,P16389,Q96RP8,0.6232464929859719
